TCGA-BH-A0HX-01A-21R-A056-07	TCGA-AO-A0J7-01A-11R-A034-07	TCGA-A2-A25F-01A-11R-A169-07	TCGA-AR-A0U3-01A-11R-A109-07	TCGA-A2-A259-01A-11R-A16F-07	TCGA-AN-A0AJ-01A-11R-A00Z-07	TCGA-E9-A6HE-01A-11R-A31O-07	TCGA-EW-A1P3-01A-11R-A144-07	TCGA-E2-A1LI-01A-12R-A157-07	TCGA-HN-A2OB-01A-21R-A27Q-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-E9-A227-01A-11R-A157-07	TCGA-E2-A1IL-01A-11R-A14D-07	TCGA-C8-A1HK-01A-21R-A13Q-07	TCGA-AC-A7VC-01A-11R-A352-07	TCGA-OL-A66H-01A-11R-A29R-07	TCGA-A8-A0A2-01A-11R-A034-07	TCGA-E2-A15R-01A-11R-A115-07	TCGA-A2-A3XX-01A-21R-A239-07	TCGA-D8-A13Y-01A-11R-A115-07	TCGA-AN-A0XV-01A-11R-A109-07	TCGA-AO-A128-01A-11R-A10J-07	TCGA-A8-A09M-01A-11R-A00Z-07	TCGA-AO-A03T-01A-21R-A034-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E2-A56Z-01A-12R-A29R-07	TCGA-BH-A0HO-01A-11R-A034-07	TCGA-A2-A25B-01A-11R-A169-07	TCGA-A2-A1FW-01A-11R-A13Q-07	TCGA-AO-A1KP-01A-11R-A13Q-07	TCGA-BH-A0B3-01A-11R-A056-07	TCGA-BH-A1F6-01A-11R-A13Q-07	TCGA-EW-A1P6-01A-11R-A144-07	TCGA-A8-A08B-01A-11R-A00Z-07	TCGA-B6-A409-01A-11R-A24H-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-A7-A2KD-01A-31R-A21T-07	TCGA-C8-A278-01A-11R-A169-07	TCGA-AQ-A54N-01A-11R-A266-07	TCGA-AC-A2FO-01A-11R-A180-07	TCGA-A2-A4S3-01A-21R-A266-07	TCGA-AO-A1KQ-01A-11R-A13Q-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-A8-A07O-01A-11R-A00Z-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-A8-A09T-01A-11R-A00Z-07	TCGA-A8-A0A7-01A-11R-A00Z-07	TCGA-A8-A07I-01A-11R-A00Z-07	TCGA-EW-A3E8-01B-11R-A24H-07	TCGA-AC-A3W7-01A-11R-A22K-07	TCGA-D8-A143-01A-11R-A115-07	TCGA-BH-A18F-01A-11R-A12D-07	TCGA-BH-A0W4-01A-11R-A109-07	TCGA-D8-A1XS-01A-11R-A14M-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-A2-A3XS-01A-11R-A22U-07	TCGA-A8-A07S-01A-11R-A034-07	TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-BH-A0HB-01A-11R-A056-07	TCGA-D8-A1XG-01A-11R-A14D-07	TCGA-AN-A0XN-01A-21R-A109-07	TCGA-D8-A1JD-01A-11R-A13Q-07	TCGA-A8-A08L-01A-11R-A00Z-07	TCGA-GM-A2DN-01A-11R-A180-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-D8-A146-01A-31R-A115-07	TCGA-A7-A3RF-01A-11R-A22K-07	TCGA-A8-A06N-01A-11R-A00Z-07	TCGA-D8-A141-01A-11R-A115-07	TCGA-AN-A041-01A-11R-A034-07	TCGA-A7-A26J-01A-11R-A277-07	TCGA-E2-A106-01A-11R-A10J-07	TCGA-C8-A135-01A-11R-A115-07	TCGA-BH-A0GY-01A-11R-A056-07	TCGA-D8-A4Z1-01A-21R-A266-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-A2-A0CP-01A-11R-A034-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-Z7-A8R5-01A-42R-A41B-07	TCGA-AC-A3TN-01A-11R-A22K-07	TCGA-AO-A0JF-01A-11R-A056-07	TCGA-AC-A2QH-01B-04R-A22O-07	TCGA-C8-A12V-01A-11R-A115-07	TCGA-AR-A24S-01A-11R-A169-07	TCGA-A8-A08Z-01A-21R-A00Z-07	TCGA-B6-A1KI-01A-11R-A14M-07	TCGA-LL-A9Q3-01A-11R-A41B-07	TCGA-A8-A08F-01A-11R-A00Z-07	TCGA-D8-A1Y1-01A-21R-A14M-07	TCGA-GM-A2DL-01A-11R-A18M-07	TCGA-AO-A03U-01B-21R-A10J-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-D8-A73U-01A-11R-A33J-07	TCGA-AN-A0XR-01A-11R-A109-07	TCGA-AN-A0FY-01A-11R-A034-07	TCGA-AN-A0AK-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-A8-A08R-01A-11R-A034-07	TCGA-D8-A3Z6-01A-11R-A239-07	TCGA-A1-A0SP-01A-11R-A084-07 
ENSG00000081320.10	236750	80444	2041192	137574	394917	327809	98179	92122	226719	245151	323700	274537	115459	173458	119070	151761	390705	122363	136819	164782	270637	713097	175712	113549	210599	93589	173874	382878	455286	201363	414886	205287	84060	68769	165855	616097	504599	473173	128706	464808	102452	138892	50357	383637	146754	69564	854081	248910	330612	187524	170490	308284	398327	269623	264580	156665	128228	150450	244142	97815	411339	420550	551323	365544	666645	477718	102956	76406	556097	209974	322173	42761	409670	162913	118488	179270	107942	359490	91320	72889	487470	64855	488555	433785	279879	137989	79041	238774	348640	278745	414126	667621	388674	91530	249418	106738	421136	395965	135111	192573
ENSG00000164116.16	105706	58664	308119	243305	170452	187611	20102	63819	128345	145403	175049	179843	110204	171641	241391	51694	154300	230865	343203	255186	271445	146309	89583	68135	66939	33544	164846	543385	797426	46219	161636	67793	38971	26946	122922	101776	190817	339305	169286	126807	195598	31306	242092	290955	37554	39439	142465	113777	92968	152458	134678	162120	139483	181788	199998	98470	97808	336259	55794	74361	143657	266056	172307	688053	1863913	657423	111377	16051	205935	272765	168015	274289	376587	78943	305510	156745	82028	136110	151362	37978	347340	79540	250711	140245	147817	322897	25546	145180	117877	42039	1021976	922401	129418	39118	124315	41654	539100	194333	145665	378214
ENSG00000069248.11	454856	530657	662270	458135	480772	798364	531213	252127	812889	316445	613733	456794	516692	567556	144068	266238	898011	764175	683989	428380	406111	1115881	424912	104742	162084	350604	602445	1029614	484576	721819	583104	401112	271736	319897	811646	755648	533998	357848	191231	595744	227636	290621	321560	1024611	111399	229304	340136	411629	391760	535368	818970	640529	479574	904421	876635	284226	712243	328438	329268	1042586	430961	1035384	1169542	431215	502301	594169	285488	711001	597906	569429	851843	360655	348418	354611	248452	670287	167067	470461	210199	347940	575075	259395	498526	630699	694661	690258	306817	470786	1065077	225647	413095	324241	360942	392471	537082	500929	285282	895540	422648	558321
ENSG00000236439.4	393765	677243	908169	219873	507841	1218527	1217555	437857	820691	336899	517644	628141	244795	263537	694680	313509	453004	499379	502855	209973	410656	529727	439628	299098	159386	344222	746220	395216	224703	759196	549842	303991	196260	183980	1042458	392805	350551	293411	442042	367412	189983	311999	599201	1190306	193456	130638	533216	267303	650267	665471	336030	379776	378204	399631	402087	607416	620782	481950	362607	473049	400695	482935	470517	591070	593891	301730	337259	572960	460822	394657	698530	256454	553438	157282	211067	1328439	334651	466029	952003	793375	350348	131969	371010	438670	611875	479371	554896	161213	748707	443605	369979	133357	439705	314781	311996	422765	797489	251679	438720	526045
ENSG00000140553.17	638636	397559	532601	358819	560867	564745	1170691	414604	585995	511196	1021046	797440	654845	220534	474318	707131	867683	595004	886179	1414743	622940	653414	1344535	1015738	215203	754893	931927	630634	559106	440080	589864	687497	461222	271259	697859	733819	465288	446989	301368	641665	292657	514891	547203	726172	477583	274448	534845	464350	841904	739082	408787	366205	572242	580075	411303	1110485	688939	551703	585532	627589	219416	810756	581731	501167	902471	504749	1085617	1065630	591277	574480	378091	971786	290757	467544	456596	986335	373859	1081447	429821	770606	466178	173754	376148	442136	552202	689747	579777	519163	650537	486457	641618	454195	267006	467408	534820	617621	368193	894090	700310	445471
ENSG00000184557.4	248897	256514	1011779	42183	931104	232644	346574	835524	557930	165065	591523	265860	151491	69877	229603	230618	220686	225055	385118	60289	270026	1402831	189521	187098	128088	182664	118808	160491	42279	223800	658584	236287	91417	47427	201984	86079	269176	223687	71504	843739	180114	232917	34926	500642	561165	45747	161734	261071	902072	302505	304844	772837	686596	254432	229110	315382	228157	196460	331439	126723	217385	170828	362778	245779	578173	253356	182186	118567	497248	370807	189156	310027	272049	318787	246634	280864	220364	441299	853918	167194	539931	61740	404544	314690	360186	132306	240231	200916	131296	540138	667143	715843	239994	137787	217828	61616	435196	224436	240936	255778
ENSG00000171401.14	1243198	496	0	3756	4190	570	968	62819	363	7298	3361	811	221	151	137	5304	718	447	349	131	14842	3593	102	2320	271	360	237	404	116	10144	493184	41	49227	393	919	209	409	338	4259	1912	482	5392	0	524	907	486	5324	288	331	1725	6208	267	581	2124	883	1435	361	940	1665570	306	14293	696	458	110	6347	379	375	4402	315	514	83	3305	833	1071019	899	159	19573	1994	1124	704	739333	0	211	414	781	791	359	281	962	97	920	1846	38164	1359	1848	265	82	1244	537	74489
ENSG00000239789.5	170353	131297	120159	159936	170071	166929	178741	99238	736506	73673	2290165	153385	91065	142729	320472	142114	239067	283547	289986	157812	189374	187653	135595	166906	55925	119672	137879	125951	131360	184447	164403	151752	103972	73580	361028	134947	247587	249613	65461	99887	109131	190289	96910	295035	141873	67819	94510	42062	144143	137377	1049257	101738	119483	178439	138865	187943	144102	175866	169726	122071	113120	195062	215588	103798	156316	125615	106175	243497	107338	108610	98382	111543	170391	195583	72417	192171	75114	159840	143945	181627	101166	294713	187434	160858	111300	188547	175936	129402	319716	127931	98650	91163	55797	98729	247713	128215	151469	136747	145888	178719
ENSG00000159131.16	292555	329347	1030273	316945	663424	597081	302762	189373	837871	280125	684738	497109	313208	480291	306871	381012	492647	776712	915855	1138772	429512	1181587	373867	154220	169385	153335	736506	474839	348462	408435	498818	577219	331916	340380	594525	563549	610426	798013	213342	372868	365906	266069	413085	1276501	326469	221971	345637	432294	352040	396226	663731	421000	444200	555935	354167	490330	484056	273733	279068	409478	251853	539517	770975	365406	680813	382582	379035	631321	505332	520463	402241	362370	613516	409756	240226	468794	171172	488484	147158	259828	374794	435168	353428	687904	528662	495307	178079	558718	502221	157207	452909	421988	220166	375931	650641	714684	1445831	846573	355692	849947
ENSG00000237649.7	96050	259095	484954	205231	55572	782821	259797	145077	1041693	30889	233490	124584	71080	189273	161449	137938	110155	245972	447499	337736	136559	273926	162139	219689	133124	224645	130571	248797	200156	119372	661416	231917	148145	140360	354317	95070	249126	192692	73625	49819	301677	238467	128869	688918	142755	53772	151720	306610	146129	163268	437058	295108	121811	220457	177699	404699	250701	137188	109805	93206	68352	312293	363636	123475	1213512	85336	96418	145450	93192	241881	149406	117400	186329	94995	46933	101926	24085	455073	32552	83568	51293	163207	228293	213983	102323	59481	52239	410078	230183	173524	65350	236951	27979	286497	600649	357345	1623081	734423	73224	349135
ENSG00000130935.9	526340	339796	496529	335942	233918	655769	197823	165733	474152	158708	367684	288446	212997	478557	160451	204928	343629	481681	330678	582883	280824	358687	407862	164438	160649	276158	308040	750885	2181790	426377	328162	403566	181180	99083	274005	363918	832436	331171	71913	254584	351049	341308	238187	556744	96655	166412	283897	243682	254572	150640	446014	182452	280237	575925	252516	255461	276141	180372	224079	249946	223282	470611	555419	229354	290509	286326	171444	707651	297333	453537	458731	323971	238447	352639	146161	438611	121262	814422	154637	182061	262995	359862	440939	348118	333035	341507	185154	574309	467668	189470	218560	445439	141845	611542	522763	399137	648914	450931	291387	439502
ENSG00000138107.12	836271	631779	1038143	544664	707480	1174277	1038555	585543	817410	565955	792929	1026295	544800	915727	693290	575332	685963	1067026	990256	619790	680880	1099718	594375	586829	345065	507326	930764	823041	732857	510420	687044	441247	491152	298113	805545	1199168	736096	1274016	537478	707853	668113	544883	444978	1047401	365288	305193	735044	763546	1024367	824489	1031504	763945	954894	766601	534622	667083	812365	520090	762573	529459	467892	1643739	931813	561335	661938	858809	1061807	704521	953939	911569	487385	719223	922185	587074	473110	765046	572099	886373	587192	784751	711030	308806	657400	1199071	811260	837736	572317	495739	1252068	722494	826032	466638	514229	809353	1046448	631508	992562	645888	1218716	526946
ENSG00000067798.14	16626	7189	40464	68659	93728	17648	12476	12969	17927	64733	2967	1709635	40211	19071	79402	1758180	48361	245029	4108	6802	64877	27515	14604	14728	10059	32531	13366	26536	66507	84240	7593	11068	19955	3298	4003	92460	21319	18200	288	36484	4054	8569	43378	9460	2495	12458	26323	28759	48840	42155	6122	40211	48870	33667	76312	6574	29835	15420	114905	375011	32230	56173	33545	25556	4491	60532	304182	172304	80767	28913	47744	4799	16374	9063	33857	68942	15799	19988	14592	21372	56421	103553	9844	41878	55852	97499	5295	94545	85560	18079	13944	16159	32204	6172	26785	110614	3767	8445	24573	9337
ENSG00000140262.17	430696	359928	765449	558367	730633	556615	181825	315007	476325	485484	544267	657579	712276	537493	210499	324939	862290	932931	381909	394288	618398	554867	428846	199544	235582	284887	763015	790383	1021785	731404	426828	298521	348543	214838	244900	717876	839892	690062	113283	491802	154250	274124	374653	489933	135128	309735	420882	725085	460099	467335	590660	412135	1008254	891878	459023	193320	715861	290414	257145	717366	581990	1224320	441742	530631	471199	731363	343016	680786	901257	786408	573874	482788	267504	393717	358250	602830	246147	471299	176443	225435	699731	1221251	418647	846517	870189	699275	109444	497316	773731	553658	810314	874608	341482	462616	584756	253696	391084	596692	432153	287818
ENSG00000117691.9	303576	373205	252752	112547	306610	356231	1413776	634283	510427	317941	390732	857107	229090	135848	348379	249297	632558	674489	639680	420438	231880	361429	777651	1072206	170752	514283	1112996	262067	82116	619833	428865	328556	182904	219025	1198332	803788	320670	334407	367025	350368	186818	499555	762113	347440	479430	118166	432817	190905	379544	376719	551411	312074	354382	501795	156142	382778	438224	386794	644037	325785	299789	467722	908303	482011	221298	480915	737425	309940	289196	261585	326171	409597	274728	235690	181503	678805	351139	456667	558450	1010257	352745	55766	253232	294192	314827	565509	562216	377441	580082	252031	301781	199051	372347	433464	298131	196362	342865	223092	532125	317503
ENSG00000187391.19	59546	33058	38302	9287	73655	17955	53470	72911	99327	48495	21993	1303206	43403	9560	34347	85677	231463	947893	46376	110312	74426	49414	250574	77139	9178	84894	42139	66785	30276	241502	31531	18579	26168	1895	10396	475775	103018	23334	34692	48469	13716	77117	1045418	25954	8426	22651	68158	21050	66369	36261	39690	35059	65911	71163	25479	19075	1580941	29832	88038	158197	97045	55570	47265	35573	52815	70064	313694	210412	42380	42321	24473	29187	43854	11892	55541	98280	28403	72320	37723	27901	204704	107686	12585	65844	82262	44295	8041	69145	176239	33254	61151	57358	35599	29201	29690	5855	54627	38603	413127	53121
ENSG00000149480.6	376377	369334	878691	317147	618007	1216102	621137	466385	921131	446274	816012	789405	425892	335388	435073	524820	516655	503009	612284	937080	593569	1086494	484025	426901	265677	414245	618760	913647	770718	366570	1054024	486386	467347	295071	691850	568235	762961	936251	283450	495752	575841	464263	463242	883133	453245	290942	551725	514266	931468	889445	842414	628094	861756	540333	460127	643997	748305	418536	594977	363334	305756	892418	876614	628013	964548	535730	695784	491676	765767	736283	295735	740587	839675	841690	417566	470206	467586	1090022	373761	560280	473767	725280	828548	696267	551975	658377	363120	652933	757196	606044	594461	552915	425195	602084	1178746	1223322	1228721	917851	631055	1365065
ENSG00000151348.13	453540	295685	878001	138449	472711	661874	285711	273853	445054	434967	404238	680525	473248	405173	416654	350628	378973	1123412	537138	542044	553602	738000	439943	265206	297021	345976	793582	599975	800590	508563	936711	554799	282587	147900	386731	715272	563093	653616	104369	451039	318026	369345	113138	437451	178750	163880	708908	426314	549092	478814	1397635	484079	708935	643293	398360	605856	213877	364275	220686	470539	543432	1017449	718256	383691	781551	618530	460788	520755	680392	677961	671164	502936	367331	426025	322176	569877	312923	761201	285053	322613	644252	150435	651667	1022369	618445	847505	219970	160653	997218	460273	952167	988180	347336	285940	746991	392691	578417	810745	391247	411435
ENSG00000012822.15	460480	621742	448368	207688	418221	453867	240563	249218	326051	549455	338714	474149	415053	162749	249793	250321	1233200	440955	302343	380935	670944	612537	315471	224729	143306	373048	567732	274605	755893	535591	179328	152590	328022	93238	220164	392753	602388	276729	590979	840385	200645	145516	346810	296337	169377	239624	299143	313640	853130	1235397	154813	458363	539302	516924	741073	589992	434390	454672	220194	550251	278675	460676	473750	416806	172034	528369	575279	1502975	551269	513566	447162	664281	207555	202462	633249	288971	312881	341400	304019	553767	443663	270276	251705	445657	662601	719657	150129	250960	643180	247096	909518	167835	500796	308522	757672	119124	305770	448355	565652	173759
ENSG00000105640.12	291029	897746	617619	136894	630751	451170	909913	186599	430434	415159	429983	359527	152698	146915	861443	490866	455142	348767	383536	157163	267248	534642	328259	345312	315316	289184	859556	259868	230890	272996	238848	562892	212706	186227	752839	272950	627746	474884	363070	329002	284294	312334	336148	534413	212565	122837	515450	118718	633099	739457	381019	350928	420457	266080	371843	656924	343243	445467	318593	250298	530572	588045	532932	482872	414193	231870	644463	374703	348220	482401	938941	127128	314052	115118	252940	1162628	375916	466759	907356	585623	288506	152792	346197	1625742	346929	254581	511745	196220	547979	551759	523707	72808	382830	279475	396025	313071	701495	233824	375231	754063
ENSG00000151276.23	476799	294872	164399	196572	643901	190456	106553	156218	673415	212910	184974	156822	375276	127895	59328	140418	514083	795828	420319	156480	555542	195757	91416	104863	26470	177916	228188	209289	498319	772742	114092	243391	244062	27082	211824	243365	178051	100635	88428	272512	97967	67459	91838	374692	139515	136592	87843	215856	139209	308722	164018	243274	362197	309143	373450	228304	119350	163110	85228	300481	88310	218814	137438	277371	503284	304602	174660	2053761	134386	654266	220142	499811	127463	214460	262478	93934	126647	87883	92721	194392	235037	306720	166098	216493	357943	577997	36056	220509	203422	97229	255848	233601	116312	139447	345314	124531	240123	552032	229553	192684
ENSG00000177311.11	476735	339196	1080178	425413	638859	411521	136549	237269	415942	395865	348960	560889	609262	159244	81288	354197	895281	743112	169265	338919	720937	647083	360727	149518	213430	239771	724362	638187	756134	538789	540118	350723	266105	109399	183884	670671	527324	498735	71129	483022	186040	122860	299850	190531	95766	193236	514759	557422	389128	557827	321749	362090	648750	465195	644296	301562	537656	262226	178179	857978	465923	849903	492086	451049	491332	784777	526937	869464	533031	839141	543369	397030	251731	311405	363686	661173	187691	372096	109704	168779	629535	66675	493075	875207	667733	497114	103850	353470	459048	368782	1074902	951243	445534	236356	387527	283123	399301	1124391	315547	226634
ENSG00000111775.2	732420	1108031	364983	281207	510179	446505	828900	566831	346617	260324	479816	718493	298794	612011	322561	480986	584066	640332	362658	336910	494763	365209	808356	1199539	425279	911291	514382	851126	763744	643596	535959	269480	272444	114652	716316	727450	658564	316055	349392	222491	721789	927088	469207	517886	375441	310927	461371	274564	512750	227896	364178	408583	370319	659924	584432	496489	618884	340748	1014661	233379	164828	808458	536278	417774	216093	324260	629239	1067252	288026	577422	780633	558217	407122	477270	184751	549346	366228	986150	490076	799615	391632	74170	265503	266048	313722	839797	580503	1228756	676095	457988	357992	342561	251279	682372	438979	579397	975288	412104	633389	379701
ENSG00000156162.16	553631	230770	322297	422687	753441	706823	89310	136806	438477	203035	332990	226174	181130	224788	108767	165947	468370	810393	271958	343395	1285437	286830	367048	129751	123088	196436	278150	579299	1126387	581552	179931	176783	479682	130083	198751	333134	557129	371484	131681	407935	394155	248349	260604	567691	114250	169658	341792	196891	219595	218690	178656	215981	261597	1143119	326681	442281	206654	200102	207662	288162	302514	841642	560216	215543	124606	281922	142176	1257616	215425	300750	510356	324769	182264	449433	219079	275560	102863	416619	85192	121998	347238	178231	160216	512305	244608	264018	100821	121006	384962	147397	276652	253471	101730	142334	771711	310003	400531	294127	235344	369582
ENSG00000151150.21	469582	273253	189464	145087	372799	199975	133791	242377	595220	371211	556314	377415	505677	598351	18884	212798	769611	351986	173435	165507	178571	603636	272017	165599	178603	38868	1484431	598251	303201	655699	192696	958556	194135	128760	660048	844206	435161	310286	172657	762363	293297	87016	241825	94264	46425	133296	378542	588741	413407	755749	186299	420995	633428	423507	501361	216186	596541	181726	183515	165646	105366	684655	276232	548564	733800	822081	35123	435715	308731	443669	278173	60416	228719	344466	199662	368312	107081	94636	76617	211682	348101	158509	122134	246377	267929	284862	126988	132935	294826	295845	308240	809817	177737	245592	197216	176786	221986	148862	380877	258993
ENSG00000156030.13	307232	637501	578045	309460	619964	340024	148299	304611	212155	293829	402083	428817	476743	214210	55993	325087	880232	1257360	126265	150306	393033	326441	256947	150794	125887	133781	530690	360842	1557918	692581	245692	122055	223804	90936	119530	586121	443817	216681	51341	556751	109697	130852	458063	310130	65164	127118	245617	578674	502279	639047	189155	384223	718763	460320	640358	145271	803169	158593	241013	442235	208824	688180	242885	308886	280281	599601	496904	1022971	453591	608607	145377	540475	355889	262153	399954	316067	212766	271562	81349	256038	407594	248756	235304	446359	425077	456204	185933	258435	395036	241437	429677	224207	394534	322756	369701	213761	227113	275819	520224	203961
ENSG00000116871.15	473827	410036	955107	118979	590372	572736	952640	260220	798561	574419	860785	532148	352076	211911	1029785	425631	655344	329943	959220	608357	456912	1121107	423182	430651	191133	398593	533515	332782	185919	114956	608599	450017	301763	156391	807040	332003	816095	518112	372640	585399	397643	335645	309702	1454024	312249	239535	606214	519623	962594	812935	483419	584481	573789	488155	463609	865399	340220	562933	670677	292289	412565	723161	725083	433907	470890	578891	665552	745275	756992	519142	123450	353514	466326	708852	491003	639167	361996	882535	466899	693247	468703	181925	506725	677718	608363	587850	413378	544874	651639	522779	840170	790343	565740	499099	1066728	272972	942545	758161	789981	527532
ENSG00000116741.7	193810	30791	405137	13057	334770	80886	239336	166545	1162370	152980	95189	121197	26719	30269	130933	117011	63673	61615	1722154	121935	130244	455100	39876	96646	146555	57996	27790	309357	73481	66716	76534	77317	50404	24662	64935	71289	98982	579774	92639	209396	112976	115932	19888	481860	413953	75515	51570	27073	294260	160504	32137	151418	149475	60533	181535	135399	27752	82592	45587	30583	423474	143333	90270	69184	235355	182786	53862	11052	178240	97452	126525	26587	137643	101190	656697	45091	275797	128371	281076	63306	56735	504023	122482	311037	120078	31945	43822	53611	120470	407910	1002403	66822	43403	18371	57040	22423	72910	298026	67607	159141
ENSG00000143437.20	340299	468894	882568	305584	527259	1592012	259102	327834	763742	432135	473487	599709	422983	241651	194868	165928	814894	528553	495201	344730	393241	592571	229563	187912	120991	269548	625711	500225	578518	935464	947000	251028	238148	162197	305311	559012	309940	314826	143157	479915	210938	270640	345221	906786	147799	182705	344506	381448	338873	543107	471869	456463	575454	783292	538272	958836	742463	234356	240281	609236	385959	645812	546358	435954	576012	599297	239743	999912	533968	516569	253126	395190	233654	280856	267392	892861	210078	450284	167419	324278	499772	334937	425864	496976	640681	578085	235658	292682	715819	274736	482328	591393	321900	301080	452639	351351	1000719	484029	530512	272984
